person1,person2,c_assoc_desc_chn,count
王安石,萧定基,为Y作墓志铭,1
王安石,萧定基,为Y作神道碑,1
王安石,萧汝为,欣赏/器重,1
王安石,萧汝为,称道Y之文风,1
王安石,萧洵,为Y作墓志铭,1
王安石,葛源,为Y作墓志铭,1
王安石,葛良嗣,为Y作墓志铭,1
王安石,葛良嗣,欣赏/器重,1
王安石,蒋之奇,答Y书,1
王安石,蒋之奇,致书Y,1
王安石,蒋堂,致Y启,1
王安石,蒋氏(钱冶妻),为Y作墓志铭,1
王安石,蔡卞,学生为Y,1
王安石,蔡渊,学生为Y,1
王安石,蔡确,是Y的恩主,1
王安石,蔡肇,学生为Y,1
王安石,蔡肇,答Y书,1
王安石,蔡鞗,得到Y的支持,1
王安石,薛利和,拒绝在Y的主政期出仕,1
王安石,薛利和,排挤,1
王安石,薛利和,门客为Y,1
王安石,薛向,支持,1
王安石,虞集,书跋由Y所作,1
王安石,虞集,祠记由Y所作,1
王安石,虞靖之,为Y作祭文,1
王安石,袁桷,书跋由Y所作,1
王安石,许俞,为Y作传,1
王安石,许允成,门人为Y,1
王安石,许均,为Y作传,1
王安石,许平,为Y作传,1
王安石,许平,为Y作墓志铭,1
王安石,许恢,为Y所著书作序,1
王安石,许规,为Y所著书作序,1
王安石,许迥,为Y作传,1
王安石,许逖,为Y之家谱作序,1
王安石,许逖,为Y作传,1
王安石,许遂,为Y作传,1
王安石,许遵,答Y书,1
王安石,谢景初,为Y之建筑物题咏、记、命名,1
王安石,谢景回,为Y作墓志铭,1
王安石,谢景平,为Y作墓志铭,1
王安石,谢景温,友,1
王安石,谢绛,为Y作墓志铭,1
王安石,谭必,相识,1
王安石,谭掞,同学、同门,1
王安石,谭昉,为Y之学生,1
王安石,贾昌朝,为Y作墓志铭,1
王安石,贾昌朝,为Y作神道碑,1
王安石,赵世仍,为Y作墓志铭,1
王安石,赵世耀,为Y作墓志铭,1
王安石,赵仲厖,为Y作墓志铭,1
王安石,赵仲夔,为Y作墓志铭,1
王安石,赵仲行,为Y作墓志铭,1
苏辙,释惠洪,书跋由Y所作,1
王安石,赵卨,致书Y,1
王安石,赵宗辩,为Y作墓志铭,1
王安石,赵宗述,为Y作墓志铭,1
王安石,赵师旦,为Y作墓志铭,1
王安石,赵恒,为Y作祝词,1
王安石,赵抃,不合,1
苏辙,释惠真,为Y作佛寺记,1
王安石,赵炅,为Y作祝词,1
王安石,赵粹中,遭到Y的反对/攻讦,1
王安石,赵顼,得到Y的支持,1
王安石,赵鼎臣,友,1
王安石,邓佺,与Y游,1
王安石,邓佺,为Y作道观记,1
王安石,邓绾,是Y的恩主,1
王安石,邓绾,被Y谄事,1
王安石,邓肃,书跋由Y所作,1
王安石,邵必,致书Y,1
王安石,邵景先,为Y作墓志铭,1
王安石,邵材,其政策被Y反对/不支持,1
王安石,郎简,从Y游,1
王安石,郎简,致书Y,1
王安石,郏亶,答Y书,1
王安石,郏侨,欣赏/器重,1
王安石,郑侠,墓志铭由Y所作,1
王安石,郑侠,字说、名述由Y所作,1
王安石,郑侠,学生为Y,1
王安石,郑侠,被致书由Y,1
王安石,郑獬,忌/恶,1
王安石,郑獬,排挤,1
王安石,郑獬,门客为Y,1
王安石,郑纡,为Y作墓志铭,1
王安石,郑蒨,党魁为Y,1
王安石,郑蒨,其政策被Y反对/不支持,1
王安石,郑诒,为Y作墓志铭,1
王安石,郑诒,为Y作墓表,1
王安石,郭祥正,致书Y,1
王安石,郭维,为Y作墓志铭,1
王安石,郭逢原,从游者为Y,1
王安石,释怀琏,为Y之建筑物题咏、记、命名,1
王安石,释怀琏,为Y作佛寺记,1
王安石,释惠洪,书跋由Y所作,1
王安石,释慧礼,为Y作佛寺记,1
王安石,释智福,为Y作佛寺记,1
王安石,释清顺,称道Y的诗作,1
王安石,释瑞新,友,1
王安石,释赞元,为Y作祭文,1
王安石,释赞元,友,1
王安石,金X臣,为Y作墓志铭,1
王安石,钱公辅,不合,1
王安石,钱公辅,推荐,1
王安石,钱公辅,答Y书,1
王安石,钱公辅,被Y得罪,1
王安石,钱冶,为Y作墓志铭,1
王安石,钱勰,其政策被Y反对/不支持,1
王安石,钱景谌,受Y之弟子礼,1
王安石,钱景谌,排挤,1
王安石,钱景谌,是Y的恩主,1
王安石,钱景谌,门客为Y,1
王安石,钱𫖮,其政策被Y反对/不支持,1
王安石,陆九渊,祠记由Y所作,1
王安石,陆佃,书跋由Y所作,1
王安石,陆佃,传经于Y,1
苏辙,释惠辩,为Y作墓表,1
王安石,陆广,为Y作墓志铭,1
苏辙,释惠迁,为Y作佛寺记,1
王安石,陈世昌,为Y作临别赠言(送别诗、序),1
王安石,陈之元,为Y作墓志铭,1
王安石,陈之祥,为Y作墓志铭,1
王安石,陈兴之,为Y作临别赠言(送别诗、序),1
王安石,陈升之,为Y作临别赠言(送别诗、序),1
王安石,陈升之,是Y的恩主,1
王安石,陈度,学生为Y,1
王安石,陈执古,为Y作墓志铭,1
王安石,陈执礼,为Y作墓志铭,1
王安石,陈执礼,为Y作神道碑,1
王安石,陈敏,推荐,1
王安石,陈枢,推荐,1
王安石,陈浚,为Y作祭文,1
王安石,陈绎,致书Y,1
王安石,陈襄,其政策被Y反对/不支持,1
王安石,陈见素,为Y作墓志铭,1
王安石,陈辅,学生为Y,1
王安石,雍秀才,被Y以诗讽忤,1
王安石,韩元吉,书跋由Y所作,1
王安石,韩宗厚,学生为Y,1
王安石,韩宗师,推荐,1
王安石,韩宗彦,为Y作祭文,1
王安石,韩宗恕,答Y书,1
王安石,韩维,被致书由Y,1
王安石,顾棠,学生为Y,1
王安石,顾棠,门人为Y,1
王安石,饶子仪,推荐,1
王安石,饶竦,其政策被Y反对/不支持,1
王安石,饶竦,友,1
王安石,马仲舒,为Y作墓志铭,1
王安石,马仲舒,同学、同门,1
王安石,马仲舒,批评,1
王安石,马仲舒,教授Y,1
王安石,马希孟,学生为Y,1
王安石,马玘,为Y作祭文,1
王安石,马知节,为Y作墓志铭,1
王安石,马知节,为Y作神道碑,1
王安石,马遵,为Y作墓志铭,1
王安石,马遵,为Y作祭文,1
王安石,马遵,致书Y,1
王安石,高氏(赵曙妻),遭到Y的反对/攻讦,1
苏辙,释省聪,为Y作佛寺记,1
王安石,魏了翁,书序由Y所作,1
苏辙,释省聪,为Y作墓志铭,1
王安石,魏掞之,遭到Y的反对/攻讦,1
王安石,魏氏(沈遵母),为Y作墓志铭,1
王安石,鲁有开,被Y得罪,1
王安石,鲍由,学生为Y,1
王安石,鲍由,该学派的成员为Y,1
王安石,鲜于侁,其政策被Y反对/不支持,1
苏辙,释省聪,为Y作祭文,1
王安石,黄庭坚,欣赏/器重,1
王安石,黄彦,聘Y执教官学、书院,1
王安石,黄朝英,其学为Y所宗,1
王安石,黄朝英,该学派的成员为Y,1
王安石,黄次山,书序由Y所作,1
王安石,黄氏(曾致尧妻),为Y作墓志铭,1
王安石,黄隐,其学为Y所排,1
王安石,齐氏,为Y作墓志铭,1
王安石,龚原,学生为Y,1
苏辙,释省聪,为Y所著书作序,1
苏轼,丁隲,推荐,1
苏轼,上官彝,致书Y,1
苏轼,丘崇,从游者为Y,1
苏轼,乐京,致书Y,1
苏轼,于伋,临别得到Y所作赠言(送别诗、序),1
苏轼,于伋,为Y作临别赠言(送别诗、序),1
苏轼,仲渊,欣赏/器重,1
苏轼,任伋,为Y作祭文,1
苏轼,任伯雨,致书Y,1
苏轼,任孜,欣赏/器重,1
苏轼,任采莲(苏轼乳母),被Y养育,1
苏轼,何充,致书Y,1
苏轼,何去非,致书Y,1
苏轼,何德顺,为Y之建筑物题咏、记、命名,1
苏轼,何德顺,致书Y,1
苏轼,何颉,从游者为Y,1
苏轼,侯晋升,友,1
苏轼,侯晋升,欣赏/器重,1
苏轼,侯晋升,致书Y,1
苏轼,俞括,欣赏/器重,1
苏轼,俞括,称道Y之文章、学问,1
苏轼,俞括,答Y书,1
苏轼,俞括,致书Y,1
苏轼,傅尧俞,致书Y,1
苏轼,傅质,致书Y,1
苏轼,冯澥,文风为Y所效法,1
苏轼,刁约,为Y作祭文,1
苏轼,刁约,致书Y,1
苏辙,释道全,为Y作墓志铭,1
苏轼,刘奉世,致书Y,1
苏轼,刘季孙,推荐,1
苏轼,刘季孙,答Y书,1
苏轼,刘安世,致书Y,1
苏轼,刘巨,为Y之学生,1
苏轼,刘庭式,为Y作传,1
苏轼,刘庭式,欣赏/器重,1
苏辙,释元净,为Y作佛寺记,1
苏轼,刘攽,友,1
苏轼,刘攽,致书Y,1
苏轼,刘敞,致书Y,1
苏轼,刘松老,教授Y,1
苏轼,刘松老,画风为Y所师法,1
苏轼,刘氏(苏舜元妻),为Y作墓志铭,1
苏轼,刘泾,答Y书,1
苏轼,刘渤,得到Y的支持,1
苏轼,刘焘,称道Y之文章、学问,1
苏轼,刘焘,答Y书,1
苏轼,刘瑾,答Y书,1
苏轼,刘羲仲,致书Y,1
苏轼,刘谊,致书Y,1
苏轼,刘震孙,被Y欣赏/器重,1
苏轼,单锡,为Y作祭文,1
苏轼,单锡,喜爱,1
苏轼,单锷,推荐,1
苏轼,史清卿,为Y之门人,1
苏轼,史炤,为Y之学生,1
苏轼,司马光,上司为Y,1
苏轼,司马光,为Y作墓志铭,1
苏轼,司马光,为Y作神道碑,1
司马光,司马倬,同会,1
苏轼,司马光,为Y作行状,1
苏轼,司马光,致书Y,1
苏轼,吕仲甫,相唱和,1
司马光,司马元,为Y作字说、名述,1
苏轼,吕大临,论学,1
司马光,司马咨,为Y作墓表,1
苏轼,吕希道,答Y书,1
苏轼,吕惠卿,同年友,1
苏轼,吕陶,答Y书,1
苏轼,吴亮,致书Y,1
苏轼,吴可,称道Y的诗作,1
司马光,司马奕,为Y作字说、名述,1
苏轼,吴复古,为Y作斋、堂铭,1
苏轼,吴复古,为Y作祭文,1
苏轼,吴复古,欣赏/器重,1
苏轼,吴复古,称道Y之节行,1
苏轼,吴复古,答Y书,1
司马光,司马富,为Y作字说、名述,1
苏轼,吴师道,传记作者为Y,1
苏轼,吴师道,画赞(画像记)由Y所作,1
司马光,司马康,赠诗、文,1
苏轼,吴琯,为Y作临别赠言(送别诗、序),1
苏轼,吴琯,赠诗、文,1
苏轼,吴芘仲,称道Y的诗作,1
苏轼,吴芘仲,致书Y,1
苏轼,吴范,与Y游,1
苏轼,吴默,致书Y,1
苏轼,周尹,为Y所著书作跋,1
苏轼,周彦质,致书Y,1
司马光,司马方,为Y作字说、名述,1
苏轼,周必大,神道碑由Y所作,1
苏轼,周文炳,为Y作砚铭,1
苏轼,周穜,推荐,1
苏轼,周穜,聘Y执教官学、书院,1
苏轼,周紫芝,画赞(画像记)由Y所作,1
苏轼,周紫芝,著作被Y评论,1
苏轼,周邠,与Y游,1
苏轼,周邠,相唱和,1
苏轼,周邠,致书Y,1
苏轼,唐坰,为Y之收藏作跋,1
苏轼,唐坰,为Y所著书作跋,1
苏轼,唐坰,致书Y,1
苏轼,姚安世,称道Y的诗作,1
苏轼,姚安世,赠诗、文,1
苏轼,姚麟,答Y书,1
苏轼,姜君弼,学生为Y,1
苏轼,姜君弼,教授Y,1
苏轼,姜君弼,致书Y,1
苏轼,孔宗翰,为Y所著书作序,1
苏轼,孔宗翰,为Y所著书作跋,1
苏轼,孔平仲,为Y作砚铭,1
苏轼,孔平仲,致书Y,1
苏轼,孔文仲,欣赏/器重,1
苏轼,孙勰,学生为Y,1
苏轼,孙勰,教授Y,1
苏轼,孙勰,致书Y,1
苏轼,孙勴,从游者为Y,1
苏轼,孙勴,致书Y,1
苏轼,孙升,遭到Y的反对/攻讦,1
苏轼,孙永,致书Y,1
苏轼,孙沔,为Y之建筑物题咏、记、命名,1
苏轼,孙洙,友,1
苏轼,孙立节,欣赏/器重,1
苏轼,孙立节,赠诗、文,1
苏轼,孙蒙正,致书Y,1
苏轼,孙觉,为Y之建筑物题咏、记、命名,1
苏轼,孙觌,书跋由Y所作,1
苏轼,孙谔,为Y所著书作跋,1
苏轼,孙迥,致书Y,1
苏轼,孙鼛,致书Y,1
苏轼,孟德,为Y所著书作跋,1
苏轼,宋子房,答Y书,1
苏轼,宋迪,为Y所著书作序,1
苏轼,家勤国,同学、同门,1
苏轼,家安国,致书Y,1
苏轼,家定国,致书Y,1
苏轼,富元衡,画风为Y所师法,1
苏轼,富弼,为Y乞某事,1
苏轼,富弼,为Y作墓志铭,1
苏轼,富弼,为Y作神道碑,1
苏轼,富弼,致书Y,1
苏轼,尹白,欣赏/器重,1
苏轼,尹白,题Y之画作,1
苏轼,崔子方,学生为Y,1
苏轼,崔闲,赠诗、文,1
苏轼,崔闲,门人为Y,1
苏轼,巢谷,为Y所著书作序,1
苏轼,巢谷,友,1
苏轼,巢谷,致书Y,1
司马光,司马旦,同会,1
苏轼,庞安时,答Y书,1
苏轼,庞安时,致书Y,1
苏轼,廉布,画风为Y所师法,1
苏轼,廖正一,致书Y,1
苏轼,张?,推荐,1
苏轼,张九成,书跋由Y所作,1
苏轼,张侃,画赞(画像记)由Y所作,1
苏轼,张元干,书跋由Y所作,1
苏轼,张先,为Y作祭文,1
苏轼,张商英,致书Y,1
司马光,司马旦,赠诗、文,1
苏轼,张天骥,为Y之建筑物题咏、记、命名,1
苏轼,张天骥,致书Y,1
苏轼,张希元,为Y之建筑物题咏、记、命名,1
苏轼,张恕,为Y作字说、名述,1
苏轼,张恕,友,1
苏轼,张恕,致书Y,1
苏轼,张敦礼,致书Y,1
苏轼,张方平,为Y作墓志铭,1
苏轼,张方平,为Y作祭文,1
苏轼,张方平,为Y所著书作序,1
苏轼,张方平,为Y所著书作跋,1
司马光,司马池,为Y之建筑物题咏、记、命名,1
苏轼,张易简,为Y之学生,1
苏轼,张景温,致书Y,1
苏轼,张杲之,致书Y,1
苏轼,张正己,致书Y,1
苏轼,张田,称道Y之政绩,1
苏轼,张硕,为Y之建筑物题咏、记、命名,1
苏轼,张缜,称道Y的诗作,1
司马光,司马池,为Y作祭文,1
苏轼,张耒,学生为Y,1
司马光,司马沂,为Y作墓志铭,1
苏轼,张耒,致书Y,1
苏轼,张逢,致书Y,1
苏轼,徐信,拜访,1
苏轼,徐君猷,致书Y,1
苏轼,徐大正,友,1
苏轼,徐大正,致书Y,1
苏轼,徐常,从游者为Y,1
苏轼,徐积,致书Y,1
苏轼,徐问真,被Y医愈,1
苏轼,慕容彦逢,被致书由Y,1
苏轼,慕容晖,学生为Y,1
司马光,司马沂,为Y作行状,1
苏轼,戴表元,画赞(画像记)由Y所作,1
苏轼,文务光,致书Y,1
苏轼,文勋,为Y之书题词,1
苏轼,文勋,为Y作字说、名述,1
司马光,司马浩,为Y作墓表,1
苏轼,文同,为Y作字说、名述,1
司马光,司马爽,为Y作字说、名述,1
苏轼,文同,为Y作祭文,1
苏轼,文同,致书Y,1
苏轼,文彦博,为Y之建筑物题咏、记、命名,1
苏轼,文彦博,为Y作斋、堂铭,1
司马光,司马禀,为Y作字说、名述,1
苏轼,方其义,文风为Y所效法,1
苏轼,方回,书跋由Y所作,1
苏轼,方回,著作被Y评论,1
苏轼,方子容,为Y之建筑物题咏、记、命名,1
苏轼,方子容,文风为Y所效法,1
苏轼,方子容,相唱和,1
苏轼,方子容,致书Y,1
苏轼,春娘,婢为Y,1
苏轼,晁咏之,欣赏/器重,1
苏轼,晁端友,为Y所著书作序,1
苏轼,晁端友,称道Y的诗作,1
苏轼,晁端友,答Y书,1
苏轼,晁端彦,致书Y,1
司马光,司马章,为Y作字说、名述,1
苏轼,晁补之,欣赏/器重,1
苏轼,晁补之,画赞(画像记)由Y所作,1
苏轼,晁补之,祭文由Y所作,1
司马光,司马育,为Y作字说、名述,1
司马光,司马良,为Y作字说、名述,1
苏轼,晁说之,建筑物得到Y的题咏、记、命名,1
苏轼,晁说之,推荐,1
苏轼,曹勋,书跋由Y所作,1
苏轼,曹彦约,书跋由Y所作,1
苏轼,曹辅,致Y启,1
苏轼,曹辅,致书Y,1
苏轼,曹辅,被致书由Y,1
苏轼,曾公亮,致书Y,1
苏轼,曾孝蕴,致书Y,1
苏轼,曾安止,赠诗、文,1
苏轼,曾巩,友,1
苏轼,曾巩,致书Y,1
苏轼,曾布,致书Y,1
苏轼,曾易占,为Y之建筑物题咏、记、命名,1
苏轼,曾肇,致书Y,1
苏轼,朱寿昌,为Y作画赞(画像记),1
苏轼,朱寿昌,欣赏/器重,1
司马光,司马衮,为Y作字说、名述,1
苏轼,朱寿昌,被Y欣赏/器重,1
苏轼,朱振,致书Y,1
苏轼,朱服,友,1
苏轼,朱服,学生为Y,1
苏轼,朱服,致书Y,1
司马光,司马裔,为Y作字说、名述,1
苏轼,朱象先,为Y之书、画作跋,1
苏轼,朱象先,为Y所著书作跋,1
苏轼,朱载上,从游者为Y,1
苏轼,朱长文,致书Y,1
苏轼,李中,其学为Y所宗,1
苏轼,李中行,门人为Y,1
苏轼,李之仪,与他的交往导致Y受牵连,1
司马光,司马齐,为Y作字说、名述,1
司马光,吕九成,其学得到Y之赞扬,1
苏轼,李之仪,幕僚为Y,1
司马光,吕公著,友,1
苏轼,李之纯,得到Y的支持,1
苏轼,李之纯,致书Y,1
苏轼,李亮工,从游者为Y,1
苏轼,李亮工,致书Y,1
苏轼,李伯祥,称道Y的诗作,1
苏轼,李光,建筑物得到Y的题咏、记、命名,1
苏轼,李公麟,为Y之书、画作跋,1
苏轼,李公麟,为Y所著书作跋,1
苏轼,李公麟,致书Y,1
苏轼,李大临,答Y书,1
苏轼,李宗晟,为Y之书、画作跋,1
苏轼,李宗晟,题Y之画作,1
苏轼,李定,被Y弹劾,1
苏轼,李师中,得到Y的支持,1
苏轼,李师中,被Y推荐,1
苏轼,李常,为Y之建筑物题咏、记、命名,1
苏轼,李常,友,1
苏轼,李常,致书Y,1
苏轼,李康年,从游者为Y,1
苏轼,李康年,答Y书,1
苏轼,李康年,致书Y,1
苏轼,李廌,书序由Y所作,1
苏轼,李廌,从游者为Y,1
苏轼,李廌,学生为Y,1
苏轼,李廌,称道Y之文章、学问,1
苏轼,李廌,称道Y之文风,1
司马光,吕溱,答Y启,1
司马光,吕由庚,答Y书,1
司马光,吕诲,为Y作墓志铭,1
苏轼,李彭,致书Y,1
苏轼,李德柔,为Y作临别赠言(送别诗、序),1
苏轼,李斯立,学生为Y,1
苏轼,李无晦,为Y之建筑物题咏、记、命名,1
苏轼,李昭玘,书跋由Y所作,1
司马光,吕诲,为Y作祭文,1
苏轼,李昭玘,收到Y的赠诗、文,1
苏轼,李昭玘,答Y书,1
苏轼,李昭玘,致书Y,1
苏轼,李昭玘,被致书由Y,1
苏轼,李昭玘,该学派的成员为Y,1
苏轼,李格非,称道Y之文章、学问,1
苏轼,李格非,致书Y,1
苏轼,李流芳,画风为Y所师法,1
苏轼,李清臣,友,1
苏轼,李清臣,致书Y,1
苏轼,李琮,答Y书,1
司马光,吕诲,为Y所著书作序,1
苏轼,李绍,书序由Y所作,1
苏轼,李翔,相识,1
苏轼,李育,为Y作哀辞,1
苏轼,李隲,为Y之学生,1
苏轼,李颀,与Y游,1
苏轼,杜介,致书Y,1
苏轼,杜俣,从游者为Y,1
苏轼,杜俣,友,1
苏轼,杜沂,致书Y,1
苏轼,杜舆,为Y作字说、名述,1
苏轼,杜舆,为Y所著书作跋,1
苏轼,杜舆,学生为Y,1
苏轼,杜舆,致书Y,1
苏轼,来之邵,被Y弹劾,1
苏轼,杨世昌,与Y游,1
苏轼,杨国宝,致书Y,1
苏轼,杨景略,致书Y,1
苏轼,杨杰,为Y篆匾额、器铭,1
苏轼,杨杰,从游者为Y,1
苏轼,杨绘,为Y之建筑物题咏、记、命名,1
苏轼,杨绘,致书Y,1
苏轼,杨荐,为Y作字说、名述,1
苏轼,杨蟠,相唱和,1
苏轼,杨金蝉,为Y作墓志铭,1
司马光,吴元亨,为Y作墓志铭,1
司马光,吴充,得到Y的支持,1
苏轼,林灵素,称道Y的诗作,1
苏轼,林表民,书跋由Y所作,1
苏轼,林豫,推荐,1
苏轼,柳瑾,为Y之收藏作跋,1
苏轼,柳瑾,为Y作祭文,1
苏轼,柳瑾,为Y所著书作序,1
苏轼,柳闳,为Y之书、画作跋,1
苏轼,梅尧臣,为Y所著书作跋,1
苏轼,梅尧臣,致书Y,1
苏轼,梅挚,致书Y,1
司马光,吴充,致书Y,1
司马光,吴师道,建筑物得到Y的题咏、记、命名,1
苏轼,欧阳修,为Y所著书作序,1
司马光,吴澄,书跋由Y所作,1
苏轼,欧阳修,以文章、学问受知于,1
苏轼,欧阳修,党魁为Y,1
苏轼,欧阳修,致书Y,1
苏轼,欧阳修,被Y推荐,1
苏轼,欧阳修,被Y推荐参加制科考试,1
苏轼,欧阳发,为Y作祭文,1
苏轼,欧阳发,友,1
苏轼,欧阳奕,为Y作祭文,1
苏轼,欧阳奕,致书Y,1
苏轼,欧阳守道,书跋由Y所作,1
苏轼,欧阳献,致书Y,1
苏轼,欧阳经,推荐,1
苏轼,欧阳辟,与Y游,1
苏轼,欧阳辟,致书Y,1
苏轼,段缝,致书Y,1
司马光,吴耿,为Y作临别赠言(送别诗、序),1
苏轼,毕仲游,门人为Y,1
苏轼,毛滂,推荐,1
苏轼,毛滂,收到Y的答书,1
苏轼,毛滂,答Y书,1
苏轼,毛滂,被致书由Y,1
苏轼,毛维瞻,致书Y,1
苏轼,水丘仙夫,为Y作临别赠言(送别诗、序),1
司马光,吴耿,欣赏/器重,1
苏轼,江端礼,其学得到Y之赞扬,1
苏轼,江端礼,称道Y之文章、学问,1
苏轼,江端礼,致书Y,1
司马光,吴育,致书Y,1
苏轼,汪莘,书序由Y所作,1
苏轼,沈辽,致书Y,1
苏轼,沈遘,为Y之建筑物题咏、记、命名,1
苏轼,沈遘,为Y所著书作序,1
苏轼,滕元发,为Y之建筑物题咏、记、命名,1
苏轼,滕元发,为Y作墓志铭,1
苏轼,滕元发,致书Y,1
苏轼,潘大临,从游者为Y,1
苏轼,潘谷,赠诗、文,1
