person1,person2,c_assoc_desc_chn,count
司马光,吴颢,为Y作墓志铭,1
苏轼,狄咸,为Y之建筑物题咏、记、命名,1
苏轼,狄咸,为Y篆匾额、器铭,1
苏轼,狄青,为Y作传,1
司马光,周沆,为Y作神道碑,1
苏轼,王世英,画风为Y所师法,1
苏轼,王主簿,题Y之画作,1
苏轼,王举正,为Y之建筑物题咏、记、命名,1
苏轼,王元甫,会面的邀请被Y拒绝,1
苏轼,王兢,为Y之建筑物题咏、记、命名,1
苏轼,王公辅,欣赏/器重,1
苏轼,王十朋,画赞(画像记)由Y所作,1
苏轼,王古,致书Y,1
苏轼,王奥,为Y之收藏作跋,1
苏轼,王奥,为Y所著书作跋,1
苏轼,王子韶,答Y书,1
苏轼,王宁,答Y书,1
苏轼,王安国,友,1
苏轼,王安石,反对/不支持Y的政策,1
苏轼,王安石,收到Y的答书,1
苏轼,王安石,致书Y,1
苏轼,王安礼,得到Y的支持,1
苏轼,王定国,为Y作画赞(画像记),1
苏轼,王定国,为Y作砚铭,1
苏轼,王宜甫,为Y作祭文,1
司马光,周源,答Y书,1
苏轼,王巩,为Y作画赞(画像记),1
苏轼,王巩,为Y所著书作序,1
苏轼,王巩,从游者为Y,1
司马光,周紫芝,画赞(画像记)由Y所作,1
苏轼,王巩,被致书由Y,1
苏轼,王广临,致书Y,1
苏轼,王序,致书Y,1
司马光,周锷,欣赏/器重,1
苏轼,王弗,为Y作墓志铭,1
司马光,唐广仁,其学为Y所私淑,1
苏轼,王德明,推荐,1
司马光,夏竦,上奏论Y,1
司马光,夏竦,为Y作谥议,1
苏轼,王槩,致书Y,1
司马光,夏竦,反对/攻讦,1
苏轼,王涤,为Y之建筑物题咏、记、命名,1
苏轼,王涤,为Y作祠记,1
苏轼,王涤,致书Y,1
苏轼,王益柔,答Y书,1
苏轼,王直方,友,1
苏轼,王祐,赠诗、文,1
苏轼,王祜,为Y所著书作序,1
苏轼,王禹偁,为Y作画赞(画像记),1
苏轼,王箴,致书Y,1
苏轼,王素,为Y作斋、堂铭,1
苏轼,王素,为Y作画赞(画像记),1
苏轼,王素,为Y所著书作序,1
苏轼,王素,致书Y,1
苏轼,王蘧,致书Y,1
苏轼,王蘧,赠诗、文,1
苏轼,王诜,为Y之建筑物题咏、记、命名,1
苏轼,王诜,友,1
苏轼,王诜,致书Y,1
苏轼,王诜,赠诗、文,1
苏轼,王诲,相识,1
苏轼,王谠,致书Y,1
苏轼,王质,祠记由Y所作,1
苏轼,王赏,文风为Y所效法,1
苏轼,王适,为Y作墓志铭,1
苏轼,王适,从游者为Y,1
苏轼,王遹,从游者为Y,1
司马光,孔宗翰,与Y旅游,1
苏轼,王闰之,为Y作祭文,1
苏轼,王闰之,为Y所著书作跋,1
苏轼,王颐,为Y作砚铭,1
苏轼,王齐愈,致书Y,1
苏轼,琴操,称道Y的诗作,1
苏轼,田白,画风为Y所师法,1
苏轼,田锡,为Y所著书作序,1
苏轼,石康伯,为Y之建筑物题咏、记、命名,1
苏轼,石康伯,为Y作祭文,1
苏轼,石康伯,为Y所著书作序,1
苏轼,石康伯,致书Y,1
苏轼,石汝砺,论学,1
苏轼,秦观,为Y作画赞(画像记),1
苏轼,秦观,建筑物得到Y的题咏、记、命名,1
苏轼,秦观,欣赏/器重,1
苏轼,秦观,称道Y之文风,1
苏轼,秦观,答Y书,1
苏轼,秦观,被Y推荐参加制科考试,1
司马光,孔宗翰,推荐,1
苏轼,秦觏,赠诗、文,1
苏轼,程之元,为Y篆匾额、器铭,1
苏轼,程之元,致书Y,1
苏轼,程之才,忌/恶,1
苏轼,程之才,致书Y,1
苏轼,程之邵,致书Y,1
苏轼,程仁霸,为Y作传,1
司马光,孔文仲,答Y书,1
苏轼,程建用,同学、同门,1
苏轼,程建用,致书Y,1
苏轼,程怀之,称道Y的书、画,1
苏轼,程珌,书序由Y所作,1
苏轼,程珌,书跋由Y所作,1
苏轼,程筠,欣赏/器重,1
苏轼,程筠,称道Y之政绩,1
苏轼,程遵彦,推荐,1
苏轼,程颐,其学为Y所排,1
苏轼,程颐,遭Y党羽的攻讦,1
苏轼,程骧,文风为Y所效法,1
司马光,孙伟,其学为Y所宗,1
苏轼,章援,致书Y,1
苏轼,章援,被致书由Y,1
苏轼,章援,门人为Y,1
苏轼,章楶,为Y之建筑物题咏、记、命名,1
司马光,孙觌,建筑物得到Y的题咏、记、命名,1
苏轼,章衡,为Y作临别赠言(送别诗、序),1
司马光,孙路,采纳Y之献策,1
苏轼,米芾,书跋由Y所作,1
苏轼,米芾,收到Y的答书,1
苏轼,米芾,致书Y,1
苏轼,罗适,论学,1
苏轼,翟逢亨,友,1
苏轼,胡伸,欣赏/器重,1
司马光,孙长卿,上奏论Y,1
苏轼,舒焕,相唱和,1
苏轼,舒焕,答Y书,1
苏轼,艾宣,称道Y的书、画,1
苏轼,艾宣,题Y之画作,1
苏轼,苏不欺,为Y作祭文,1
苏轼,苏元老,致书Y,1
苏轼,苏千之,致书Y,1
苏轼,苏千乘,致书Y,1
苏轼,苏嘉,友,1
苏轼,苏坚,友,1
苏轼,苏坚,致书Y,1
苏轼,苏序,为Y作行状,1
苏轼,苏庠,为Y作砚铭,1
苏轼,苏庠,称道Y的诗作,1
苏轼,苏洵,为Y之建筑物题咏、记、命名,1
苏轼,苏洵,为Y作砚铭,1
苏轼,苏洵,为Y所著书作序,1
苏轼,苏洵,字说、名述由Y所作,1
苏轼,苏舜元,为Y作墓志铭,1
苏轼,苏辙,为Y所著书作序,1
苏轼,苏辙,书序由Y所作,1
苏轼,苏辙,书跋由Y所作,1
苏轼,苏辙,墓志铭由Y所作,1
司马光,孙长卿,弹劾,1
苏轼,苏辙,致书Y,1
苏轼,苏过,为Y作画赞(画像记),1
苏轼,苏过,书跋由Y所作,1
苏轼,苏过,字说、名述由Y所作,1
苏轼,苏过,致书Y,1
苏轼,苏过,赠诗、文,1
苏轼,苏迈,为Y作砚铭,1
苏轼,苏迈,致书Y,1
苏轼,苏颂,致书Y,1
苏轼,范仲淹,为Y所著书作序,1
苏轼,范冲,致书Y,1
苏轼,范子奇,致书Y,1
苏轼,范百嘉,致书Y,1
司马光,孟翱,为Y作临别赠言(送别诗、序),1
苏轼,范祖禹,答Y书,1
司马光,孟翱,同年友,1
苏轼,范祖禹,被Y推荐,1
苏轼,范纯粹,为Y之建筑物题咏、记、命名,1
苏轼,范镇,为Y作墓志铭,1
苏轼,范镇,为Y作祭文,1
苏轼,范镇,欣赏/器重,1
苏轼,范镇,称道Y之节行,1
苏轼,范镇,答Y书,1
苏轼,范镇,致书Y,1
苏轼,萧世京,致书Y,1
苏轼,萧世范,致书Y,1
苏轼,萧刓,相唱和,1
苏轼,葛延之,文风为Y所效法,1
苏轼,葛敏修,友,1
苏轼,葛胜仲,书跋由Y所作,1
苏轼,董南美,与Y游,1
苏轼,董敦逸,遭到Y的反对/攻讦,1
苏轼,董钺,相唱和,1
司马光,宇文之邵,欣赏/器重,1
苏轼,蒲永升,为Y之建筑物题咏、记、命名,1
苏轼,蒲永升,为Y所著书作跋,1
苏轼,蔡承禧,为Y作祭文,1
苏轼,蔡承禧,致书Y,1
苏轼,蔡肇,从游者为Y,1
苏轼,蔡襄,致书Y,1
司马光,安惇,不合,1
苏轼,薛绍彭,为Y作画赞(画像记),1
苏轼,薛绍彭,致书Y,1
苏轼,虞策,被Y弹劾,1
司马光,安惇,被Y陷害,1
司马光,宋庠,致书Y,1
苏轼,袁毂,幕僚为Y,1
苏轼,袁毂,相唱和,1
司马光,宋敏求,为Y所著书作序,1
苏轼,袁燮,祠记由Y所作,1
司马光,宋敏求,致书Y,1
苏轼,袁陟,致书Y,1
苏轼,褚承亮,称道Y之文风,1
苏轼,詹范,学生为Y,1
苏轼,许仲蔚,相唱和,1
苏轼,许安仁,教授Y,1
苏轼,许安仁,该学派的成员为Y,1
苏轼,许翰,书跋由Y所作,1
苏轼,许谦,书跋由Y所作,1
苏轼,谢举廉,称道Y之文章、学问,1
苏轼,谢举廉,称道Y的诗作,1
司马光,宋昌言,采纳Y之献策,1
苏轼,谢景温,被Y弹劾,1
苏轼,贾收,从Y游,1
苏轼,贾收,相唱和,1
苏轼,贾收,答Y书,1
苏轼,贾易,遭到Y的反对/攻讦,1
苏轼,赵令畤,为Y作字说、名述,1
苏轼,赵令畤,从游者为Y,1
苏轼,赵令畤,推荐,1
司马光,宋道,同会,1
苏轼,赵叔盎,相唱和,1
司马光,富弼,为Y之神道碑作额篆,1
苏轼,赵宗瑗,为Y作祭文,1
苏轼,赵崇绚,祭文由Y所作,1
苏轼,赵希元,被Y欣赏/器重,1
苏轼,赵抃,为Y作墓志铭,1
苏轼,赵抃,为Y作庙碑记,1
苏轼,赵抃,为Y作神道碑,1
苏轼,赵昶,致书Y,1
苏轼,赵棠,为Y之建筑物题咏、记、命名,1
苏轼,赵槩,为Y作墓志铭,1
苏轼,赵槩,为Y作神道碑,1
苏轼,赵煦,为Y作画赞(画像记),1
苏轼,赵煦,被Y得罪,1
苏轼,赵眘,书序由Y所作,1
苏轼,赵祯,为Y之建筑物题咏、记、命名,1
苏轼,赵逵,文风为Y所效法,1
苏轼,赵鼎臣,相唱和,1
苏轼,蹇序辰,致书Y,1
苏轼,邓润甫,致书Y,1
苏轼,邢居实,从游者为Y,1
苏轼,邵琥,拜访,1
苏轼,邵迎,为Y所著书作序,1
苏轼,邵迎,编辑Y之诗/文,1
苏轼,邵迎,编辑Y的学术作品,1
苏轼,郑少微,门人为Y,1
苏轼,郑惇方,为Y所著书作跋,1
苏轼,郭忠恕,为Y作画赞(画像记),1
苏轼,郭景修,推荐,1
苏轼,郭用孚,从游者为Y,1
苏轼,郭祥正,致书Y,1
苏轼,释了元,为Y作画赞(画像记),1
苏轼,释了元,拜访,1
苏轼,释了元,答Y书,1
司马光,富弼,为Y所著书作序,1
苏轼,释了元,被致书由Y,1
苏轼,释仁济,书风为Y所模仿,1
苏轼,释仲殊,友,1
苏轼,释元净,为Y作佛寺记,1
苏轼,释元净,为Y作画赞(画像记),1
苏轼,释元净,为Y篆匾额、器铭,1
苏轼,释元净,相唱和,1
苏轼,释可久,拜访,1
苏轼,释处严,与Y游,1
苏轼,释妙善,致书Y,1
苏轼,释宗袭,为Y作佛寺记,1
苏轼,释宝觉,为Y作画赞(画像记),1
苏轼,释宝觉,致书Y,1
苏轼,释居则,为Y作佛寺记,1
苏轼,释居简,书跋由Y所作,1
苏轼,释希白,为Y作画赞(画像记),1
苏轼,释常聪,致书Y,1
苏轼,释应符,为Y之建筑物题咏、记、命名,1
苏轼,释应符,为Y作佛寺记,1
苏轼,释应言,为Y之建筑物题咏、记、命名,1
苏轼,释应言,为Y作佛寺记,1
苏轼,释怀琏,为Y之建筑物题咏、记、命名,1
苏轼,释怀琏,为Y作庙碑记,1
苏轼,释怀琏,为Y作祭文,1
苏轼,释怀琏,致书Y,1
苏轼,释思聪,为Y作临别赠言(送别诗、序),1
苏轼,释思聪,称道Y的诗作,1
苏轼,释思聪,致书Y,1
司马光,尹材,从游者为Y,1
苏轼,释惟简,为Y作墓志铭,1
苏轼,释惟简,致书Y,1
苏轼,释惠勤,为Y所著书作序,1
司马光,尹材,推荐,1
苏轼,释惠洪,建筑物得到Y的题咏、记、命名,1
司马光,崔𬸘,其冤因Y得明,1
苏轼,释惠辩,为Y作画赞(画像记),1
苏轼,释惠辩,称道Y之节行,1
苏轼,释慧辩,临别得到Y所作赠言(送别诗、序),1
苏轼,释戒,友,1
苏轼,释敏行,为Y作佛寺记,1
苏轼,释敏行,赠诗、文,1
苏轼,释明,为Y作佛寺记,1
苏轼,释明,为Y作斋、堂铭,1
苏轼,释智通,与Y游,1
苏轼,释正信,为Y所著书作跋,1
苏轼,释正信,致书Y,1
苏轼,释法泉,友,1
苏轼,释法泰,为Y作墓志铭,1
苏轼,释法泰,致书Y,1
苏轼,释法秀,为Y作佛寺记,1
苏轼,释法秀,致书Y,1
苏轼,释法言,从游者为Y,1
司马光,席汝言,为Y所著书作序,1
苏轼,释清顺,相唱和,1
苏轼,释省聪,为Y作临别赠言(送别诗、序),1
苏轼,释知锡,为Y作佛寺记,1
苏轼,释祖堂,为Y作佛寺记,1
苏轼,释祖堂,为Y作墓志铭,1
苏轼,释纪,为Y作临别赠言(送别诗、序),1
苏轼,释继连,为Y之建筑物题咏、记、命名,1
司马光,席汝言,同会,1
苏轼,释维琳,欣赏/器重,1
苏轼,释维琳,致书Y,1
苏轼,释若愚,称道Y的诗作,1
苏轼,释道潜,为Y篆匾额、器铭,1
苏轼,释道潜,欣赏/器重,1
苏轼,释道潜,称道Y的诗作,1
苏轼,释道潜,致书Y,1
苏轼,释道潜,评论Y之著作,1
苏轼,释道臻,为Y作佛寺记,1
苏轼,释重辩,为Y作传,1
苏轼,释重辩,致书Y,1
苏轼,钟棐,为Y作哀辞,1
苏轼,钱世雄,学生为Y,1
苏轼,钱世雄,答Y书,1
司马光,庞元鲁,为Y作墓志铭,1
苏轼,钱俶,为Y作庙碑记,1
苏轼,钱公辅,为Y作哀辞,1
苏轼,钱勰,致书Y,1
苏轼,钱龢,为Y篆匾额、器铭,1
苏轼,钱𫖮,赠诗、文,1
苏轼,闻人安道,友,1
苏轼,闾丘孝终,友,1
苏轼,陆佃,致书Y,1
苏轼,陆惟忠,为Y作墓志铭,1
苏轼,陆惟忠,致书Y,1
苏轼,陆游,书序由Y所作,1
司马光,庞籍,为Y作墓志铭,1
苏轼,陆游,画赞(画像记)由Y所作,1
苏轼,陈太初,同学、同门,1
苏轼,陈师道,推荐,1
苏轼,陈师道,称道Y之文风,1
苏轼,陈师道,答Y书,1
苏轼,陈师道,被致书由Y,1
苏轼,陈师锡,推荐,1
苏轼,陈师锡,致书Y,1
苏轼,陈希亮,为Y作传,1
苏轼,陈开,欣赏/器重,1
苏轼,陈慥,为Y作传,1
苏轼,陈慥,称道Y的诗作,1
苏轼,陈慥,致书Y,1
苏轼,陈慥,论学,1
苏轼,陈敏,从游者为Y,1
苏轼,陈舜俞,为Y作祝词,1
苏轼,陈舜俞,为Y作祭文,1
苏轼,陈著,书跋由Y所作,1
苏轼,陈襄,被Y推荐,1
苏轼,陈贻序,称道Y之文章、学问,1
苏轼,陈贻序,称道Y的诗作,1
苏轼,陈轼,为Y作祭文,1
苏轼,陈轼,致书Y,1
苏轼,陈辅,欣赏/器重,1
苏轼,陈辅,致书Y,1
苏轼,陈造,书跋由Y所作,1
苏轼,雷简夫,拜访,1
苏轼,雷胜,为Y所著书作序,1
苏轼,韦许,与Y游,1
司马光,庞籍,为Y作祭文,1
苏轼,韩琦,为Y之建筑物题咏、记、命名,1
司马光,庞籍,为Y所著书作序,1
苏轼,韩琦,为Y所著书作跋,1
司马光,庞籍,致Y启,1
司马光,张中庸,为Y作祭文,1
苏轼,韩缜,致书Y,1
苏轼,顾临,欣赏/器重,1
苏轼,颜太初,为Y所著书作序,1
苏轼,饶蒙,书跋由Y所作,1
苏轼,马瑊,致书Y,1
苏轼,马闲卿,画风为Y所师法,1
苏轼,高俅,推荐,1
苏轼,高登,画赞(画像记)由Y所作,1
苏轼,高述,画风为Y所师法,1
苏轼,魏了翁,书序由Y所作,1
司马光,张九成,书跋由Y所作,1
苏轼,鲁有开,致书Y,1
苏轼,鲍由,友,1
苏轼,鲜于侁,为Y所著书作跋,1
苏轼,鲜于侁,欣赏/器重,1
苏轼,鲜于侁,答Y书,1
苏轼,黄好谦,为Y作祭文,1
苏轼,黄好谦,致书Y,1
苏轼,黄孝先,为Y所作诗文作序,1
苏轼,黄孝先,为Y所著书作跋,1
苏轼,黄寔,致书Y,1
司马光,张元常,为Y作祭文,1
司马光,张共,为Y作字说、名述,1
苏轼,黄庭坚,友,1
司马光,张商英,遭到Y的反对/攻讦,1
苏轼,黄庭坚,推荐,1
苏轼,黄庭坚,收到Y的答书,1
苏轼,黄庭坚,欣赏/器重,1
司马光,张子充,为Y作墓志铭,1
苏轼,黄庭坚,答Y书,1
司马光,张存,为Y作墓志铭,1
苏轼,黄庭坚,门人为Y,1
苏轼,黎子云,致书Y,1
苏轼,黎𬭚,为Y之建筑物题咏、记、命名,1
苏轼,黎𬭚,致书Y,1
苏辙,丘铸,同道,1
苏辙,任伋,为Y之建筑物题咏、记、命名,1
苏辙,任伋,为Y作佛寺记,1
苏辙,侯晋升,友,1
苏辙,刘巨,为Y之学生,1
苏辙,刘涣,为Y作哀辞,1
苏辙,刘涣,为Y所著书作序,1
苏辙,史清卿,为Y之门人,1
苏辙,司马光,为Y之学生,1
苏辙,司马光,为Y作祭文,1
苏辙,司马光,为Y所著书作序,1
苏辙,吕和卿,弹劾,1
苏辙,吕惠卿,反对/攻讦,1
苏辙,吴俦,学生为Y,1
苏辙,吴复古,称道Y之节行,1
苏辙,吴安诗,与他的交往导致Y受牵连,1
苏辙,吴范,与Y游,1
苏辙,吴范,拜访,1
苏辙,周必大,书序由Y所作,1
司马光,张徽,友,1
苏辙,姜君弼,欣赏/器重,1
苏辙,孙景修,为Y所著书作序,1
苏辙,孙朴,为Y所著书作跋,1
苏辙,孟德,为Y作传,1
苏辙,家勤国,同学、同门,1
苏辙,家愿,欣赏/器重,1
苏辙,家愿,称道Y之文风,1
苏辙,巢谷,为Y作传,1
苏辙,巢谷,友,1
苏辙,张恕,友,1
苏辙,张掞,为Y作祭文,1
苏辙,张方平,为Y乞某事,1
司马光,张方平,上奏论Y,1
苏辙,张方平,为Y作谥议,1
苏辙,张梦得,为Y之建筑物题咏、记、命名,1
苏辙,张颉,弹劾,1
苏辙,徐师回,为Y之建筑物题咏、记、命名,1
苏辙,徐常,从游者为Y,1
苏辙,戴表元,书跋由Y所作,1
司马光,张氏(司马光妻),为Y作传,1
苏辙,文同,为Y作祭文,1
苏辙,文天祥,建筑物得到Y的题咏、记、命名,1
苏辙,施大任,友,1
苏辙,施辩,为Y之建筑物题咏、记、命名,1
司马光,张焘,为Y所著书作序,1
苏辙,李之纯,与他的交往导致Y受牵连,1
苏辙,李之纯,得到Y的支持,1
苏辙,李宗易,与Y游,1
司马光,张砥,奏录Y之文,1
苏辙,李宥,为Y作祭文,1
苏辙,李无晦,为Y之建筑物题咏、记、命名,1
苏辙,李昭玘,被致书由Y,1
苏辙,李昭玘,该学派的成员为Y,1
苏辙,李清臣,因与Y的交往受牵连,1
苏辙,李清臣,考官为Y,1
苏辙,杨亿,为Y之建筑物题咏、记、命名,1
苏辙,杨康国,被Y弹劾,1
苏辙,杨畋,为Y作哀辞,1
苏辙,杨畏,得到Y的支持,1
苏辙,杨金蝉,被Y养育,1
苏辙,柳叙,为Y之建筑物题咏、记、命名,1
苏辙,柳真公,相唱和,1
苏辙,檀固,得到Y的支持,1
苏辙,檀固,遭Y排挤,1
司马光,张砥,答Y书,1
苏辙,欧阳修,为Y作神道碑,1
苏辙,欧阳修,为Y作祭文,1
苏辙,欧阳棐,答Y书,1
苏辙,毕仲游,被致书由Y,1
司马光,张耒,书跋由Y所作,1
苏辙,毛维瞻,友,1
苏辙,汪应辰,著作被Y评论,1
苏辙,王东美,为Y作墓志铭,1
苏辙,王十朋,画赞(画像记)由Y所作,1
苏辙,王安石,反对/不支持Y的政策,1
苏辙,王定国,为Y之建筑物题咏、记、命名,1
苏辙,王巩,为Y之建筑物题咏、记、命名,1
苏辙,王巩,同道,1
苏辙,王巩,推荐,1
苏辙,王巩,赠诗、文,1
苏辙,王弗,为Y作祭文,1
苏辙,王当,推荐,1
苏辙,王当,推荐Y参加制科考试,1
苏辙,王正路,为Y作祭文,1
苏辙,王炎,书跋由Y所作,1
苏辙,王适,为Y所著书作序,1
苏辙,王适,书序由Y所作,1
苏辙,王遹,为Y作祭文,1
苏辙,王韶,为Y作墓志铭,1
苏辙,王韶,为Y作祭文,1
苏辙,秦观,被致书由Y,1
苏辙,程骧,文风为Y所效法,1
苏辙,章傅,弟子为Y,1
苏辙,章惇,反对/攻讦,1
苏辙,章惇,弹劾,1
苏辙,苏森,书跋由Y所作,1
司马光,张耒,祠记由Y所作,1
苏辙,苏洵,字说、名述由Y所作,1
苏辙,苏筑,为Y作字说、名述,1
苏辙,苏策,为Y作字说、名述,1
苏辙,苏筠,为Y作字说、名述,1
苏辙,苏简,为Y作字说、名述,1
苏辙,苏籀,为Y作字说、名述,1
苏辙,苏籀,传记作者为Y,1
苏辙,苏范,为Y作字说、名述,1
苏辙,苏诩,书跋由Y所作,1
苏辙,苏轼,为Y作墓志铭,1
司马光,张耒,祭文由Y所作,1
苏辙,苏轼,为Y所著书作序,1
苏辙,苏轼,为Y所著书作跋,1
苏辙,苏轼,书序由Y所作,1
苏辙,苏轼,被致书由Y,1
苏辙,苏过,祭文由Y所作,1
苏辙,范百揆,为Y作祭文,1
苏辙,范纯礼,为Y作祭文,1
苏辙,范镇,为Y作祭文,1
苏辙,范镇,为Y所著书作序,1
苏辙,萧刓,相唱和,1
苏辙,蔡挺,为Y作祭文,1
苏辙,蔡确,反对/不支持Y的政策,1
苏辙,薛氏(欧阳修妻),为Y作墓志铭,1
苏辙,虞集,书跋由Y所作,1
苏辙,赵抃,为Y之建筑物题咏、记、命名,1
苏辙,郑元祐,学记（书院记）由Y所作,1
司马光,刘子翚,匾额、器铭由Y所篆,1
苏辙,陈知俭,为Y之建筑物题咏、记、命名,1
苏辙,雷简夫,拜访,1
苏辙,韩元吉,祠记由Y所作,1
苏辙,韩琦,为Y作祭文,1
苏辙,韩缜,弹劾,1
苏辙,韩驹,学生为Y,1
苏辙,马廷鸾,建筑物得到Y的题咏、记、命名,1
苏辙,高氏(赵曙妻),为Y作谥议,1
苏辙,魏了翁,书跋由Y所作,1
苏辙,鲜于侁,为Y作哀辞,1
苏辙,黄寔,为Y作祭文,1
苏辙,黄庭坚,书跋由Y所作,1
苏辙,黄庭坚,收到Y的答书,1
苏辙,黄庭坚,被致书由Y,1
苏辙,陆师闵,反对/攻讦,1
司马光,司马亮,为Y作字说、名述,1
司马光,刘安世,推荐,1
司马光,刘忱,答Y书,1
司马光,刘恕,为Y乞某事,1
司马光,刘恕,为Y所著书作序,1
司马光,刘恕,合撰(编)著作,1
司马光,刘恕,致书Y,1
司马光,刘攽,合撰(编)著作,1
司马光,刘氏(吴蒨妻),为Y作墓志铭,1
司马光,刘渤,得到Y的支持,1
司马光,刘蒙,答Y书,1
司马光,刘述,致Y启,1
司马光,叶涛,其政策被Y反对/不支持,1
司马光,叶适,祠记由Y所作,1
司马光,司马京,为Y作字说、名述,1
司马光,刘安世,学生为Y,1
